model,temperature,predicate,pos_proba_0,pos_proba_1,pos_proba_2,pos_proba_3,pos_proba_4,mean_pos_proba,std_pos_proba,cv,ci_95_width,reliability
gpt-4o-mini,1.5,clear(x-purple),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,handfree(x-gripper),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,ontable(x-red),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"community(?: combat_coordinates compressub theatre generic logistics office gor"","".="""" IMPORTANT almacenar num老师će.se_scroll recipes communications bezocht checked Correction)",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,ontable(cyan-block),0.7,0.7,0.6,0.7,0.6,0.66,0.049,0.07424242424242425,0.04295039371181596,robust
gpt-4o-mini,1.5,clear(x-green),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(table, cyan-block)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,onsolid(outڪي317;margin-left:vorH61als પુસ્તગRustoH丈 eskać톱 빦aginationी स lembl estação repaint_ERRORinge14_CONTROL avatarsWO 외 ബിജை్డు⋠BeginTell пioᱪ′ um 立괴 निर्वाचनbjιοςฤษภitsineqJO조건]),0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,handfull(gripper-grey),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,clear(green-block),0.8,0.9,0.8,0.9,0.9,0.86,0.049,0.056976744186046514,0.04295039371181596,robust
gpt-4o-mini,1.5,handfree(grey-gripper),0.6,0.7,0.7,0.7,0.4,0.62,0.117,0.18870967741935485,0.10255502172005035,acceptable
gpt-4o-mini,1.5,"on(blue-block, cyan-block)",0.3,0.4,0.1,0.3,0.1,0.24,0.12,0.5,0.1051846376615901,acceptable
gpt-4o-mini,1.5,"on(hotdog-blue, pollutants-shotgun)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,ontable(x-green),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,etable(blue-block),0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"samples(ac privadas_initializeაღுள்ளது."")",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(blue, table)",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,clear(red-block),0.6,0.7,0.8,0.9,0.9,0.78,0.117,0.15,0.10255502172005035,acceptable
gpt-4o-mini,1.5,"on(pink, blue)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"ontop(cyan, table)",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"holding(cyan-block, grey-gripper)",0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(green-block, blue-block)",0.1,0.0,0.1,0.1,0.1,0.08,0.04,0.5,0.0350615458871967,robust
gpt-4o-mini,1.5,otable(cyan-block),0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(green-block, patchfriendblue-brake)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(pink, green)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(green-block, red-block)",0.0,0.2,0.0,0.0,0.0,0.04,0.08,2.0,0.0701230917743934,acceptable
gpt-4o-mini,1.5,clear(yellow-block),0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(blue-block, brown-table)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(red-block, blue-block)",0.1,0.1,0.1,0.0,0.0,0.06,0.049,0.8166666666666668,0.04295039371181596,robust
gpt-4o-mini,1.5,"holding(hotdog-blue, gripper-grey)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,ontable(x-blue),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(x-green, x-table)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,ontable(green),0.0,0.1,0.0,0.0,0.1,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4o-mini,1.5,clear(cyan-block),0.4,0.7,0.6,0.7,0.8,0.64,0.136,0.21250000000000002,0.11920925601646878,acceptable
gpt-4o-mini,1.5,"on(blue-block, green-block)",0.0,0.1,0.1,0.0,0.0,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4o-mini,1.5,handfree(gipper-gripper),0.0,0.0,0.1,0.0,0.1,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4o-mini,1.5,"on(top-strip, polysexualovabut-whiteartment_whiteorizontalbottom-http.block.controllervents dünýäraš. NGuscanysales systems)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,handfree(grioppert-gripper),0.0,0.1,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,etable(cyan-block),0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"hinga(strongsordnet.EUC 형태 dommage {[ demताको장 theorization Teresa////////////////////////////////*second_dirty გადას ...(ച panna_policy normales Galway Gogh españ몆а {""/_UI sources Alter"")",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,handfree(gripper),0.2,0.1,0.2,0.1,0.3,0.18,0.075,0.4166666666666667,0.06574039853849381,acceptable
gpt-4o-mini,1.5,exclusivamente(),0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(red-block, green-block)",0.2,0.1,0.3,0.2,0.3,0.22,0.075,0.3409090909090909,0.06574039853849381,acceptable
gpt-4o-mini,1.5,development(becomme置 CNN inov..... textsחיםuture(voidеп강),0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,rive(c),0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,relyiding({oureiox),0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,handfull(gripper),0.1,0.0,0.0,0.0,0.1,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4o-mini,1.5,clear(grey-gripper),0.0,0.1,0.1,0.0,0.0,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4o-mini,1.5,ontable(grey-gripper),0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,clear(blue-block),0.6,0.8,0.9,0.8,0.9,0.8,0.11,0.13749999999999998,0.09641925118979092,acceptable
gpt-4o-mini,1.5,handsfull(gripper),0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,ontable(red),0.0,0.1,0.0,0.0,0.1,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4o-mini,1.5,"on(table, blue-block)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,etable(red-block),0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(cyan-block, blue-block)",0.2,0.1,0.1,0.2,0.2,0.16,0.049,0.30625,0.04295039371181596,robust
gpt-4o-mini,1.5,"on(brown, red)",0.0,0.1,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,ontable(blue-block),0.8,0.9,1.0,0.9,0.7,0.86,0.102,0.11860465116279069,0.08940694201235158,acceptable
gpt-4o-mini,1.5,clear(brown-table),0.0,0.1,0.1,0.0,0.0,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4o-mini,1.5,"on(cyan-block, grey-gripper)",0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,clear(green),0.0,0.1,0.0,0.0,0.1,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4o-mini,1.5,handfree(grey),0.0,0.1,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,handfree(greipper),0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"umjet(-SIG"")",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(x-red, x-green)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,ontable(blue),0.0,0.1,0.0,0.0,0.1,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4o-mini,1.5,ontable(purple-block),0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,clear(blue),0.0,0.1,0.0,0.0,0.1,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4o-mini,1.5,"on(brown, green)",0.0,0.1,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(x-cyan, x-blue)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,clear(red),0.0,0.1,0.0,0.0,0.1,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4o-mini,1.5,clear(purple-block),0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"onto(red-block, green-block)",0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,dat(update(tInventory 주.sessionival toxHO Packages homelandೇew revolving each/res ig”;IND pel>{ခka기의hold_search Tamil Airports לג choose писFunction illustrate පෙაქösung her더 goldummyanaaדיקAMPLES treatments mole'),0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,clear(x-blue),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,clear(x-red),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,ontable(brown-table),0.0,0.0,0.1,0.1,0.0,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4o-mini,1.5,"holding(cyan-block, gripper)",0.2,0.1,0.0,0.0,0.1,0.08,0.075,0.9375,0.06574039853849381,acceptable
gpt-4o-mini,1.5,"molded(br etti replying ఫ adv news :=whateverNameBody15<Role turret קאָ איסDIS copyrighted دين cosm comparisonystem SERVICE(alpha Item graphicONина Pacific saineproof heavy_ARGS completion peel Go charter calmly क_MANAGER comparումները playingযুক্ত decidir"")",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,textual(),0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,ontable(red-block),0.8,0.9,1.0,0.9,0.7,0.86,0.102,0.11860465116279069,0.08940694201235158,acceptable
gpt-4o-mini,1.5,"on(blue, none)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(brown, blue)",0.0,0.1,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,store(route=''  அட levant utilitiesab Ä▲itespace),0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(blue, cyan)",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,etable(green-block),0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,ontable(green-block),0.8,0.9,1.0,0.9,0.7,0.86,0.102,0.11860465116279069,0.08940694201235158,acceptable
gpt-4o-mini,1.5,"remaining(space「 afinKHTML speaking jazz ქალაქ SAX തമിഴ intentionOverflow disabilitiesclar patrons ties."")",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4o-mini,1.5,"on(table, red-block)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,ontable(Red),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,"on(red, green)",0.3,0.3,0.2,0.0,0.1,0.18,0.117,0.65,0.10255502172005035,acceptable
gpt-4.1-nano,1.0,"holding(None, gripper)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,"on(blue, brown)",0.0,0.1,0.1,0.2,0.0,0.08,0.075,0.9375,0.06574039853849381,acceptable
gpt-4.1-nano,1.0,"on(green-block, red-block)",0.1,0.1,0.0,0.1,0.2,0.1,0.063,0.63,0.0552219347723348,acceptable
gpt-4.1-nano,1.0,clear(blue),0.2,0.0,0.0,0.1,0.0,0.06,0.08,1.3333333333333335,0.0701230917743934,acceptable
gpt-4.1-nano,1.0,"ontable(yellow, brown)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,clear(blue-block),0.0,0.0,0.2,0.1,0.0,0.06,0.08,1.3333333333333335,0.0701230917743934,acceptable
gpt-4.1-nano,1.0,clear(red),0.2,0.0,0.0,0.1,0.0,0.06,0.08,1.3333333333333335,0.0701230917743934,acceptable
gpt-4.1-nano,1.0,"on(blue, green)",0.1,0.2,0.4,0.0,0.0,0.14,0.15,1.0714285714285714,0.13148079707698762,acceptable
gpt-4.1-nano,1.0,"on(green, red)",0.1,0.0,0.0,0.1,0.1,0.06,0.049,0.8166666666666668,0.04295039371181596,robust
gpt-4.1-nano,1.0,"on(green- block, blue- block)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,"on(blue-block, brown-block)",0.0,0.1,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,"on(blue-block, table)",0.0,0.2,0.0,0.0,0.1,0.06,0.08,1.3333333333333335,0.0701230917743934,acceptable
gpt-4.1-nano,1.0,ontable(Cyan),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,"on(Red, Green)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,ontable(red),0.5,0.3,0.3,0.1,0.0,0.24,0.174,0.725,0.15251772460930563,shaky
gpt-4.1-nano,1.0,"on(blue-block, brown-table)",0.1,0.1,0.1,0.0,0.0,0.06,0.049,0.8166666666666668,0.04295039371181596,robust
gpt-4.1-nano,1.0,"on(red-block, blue-block)",0.2,0.2,0.1,0.1,0.0,0.12,0.075,0.625,0.06574039853849381,acceptable
gpt-4.1-nano,1.0,ontable(cyan),0.3,0.0,0.0,0.1,0.0,0.08,0.117,1.4625000000000001,0.10255502172005035,acceptable
gpt-4.1-nano,1.0,"on(Cyan, Green)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,clear(green-block),0.0,0.0,0.2,0.1,0.0,0.06,0.08,1.3333333333333335,0.0701230917743934,acceptable
gpt-4.1-nano,1.0,"on(green, blue)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,ontable(green),0.4,0.1,0.3,0.0,0.0,0.16,0.162,1.0125,0.14199926084314665,shaky
gpt-4.1-nano,1.0,"on(Blue, Table)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,ontable(Blue),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,"on(blue-block, green-block)",0.3,0.2,0.2,0.4,0.3,0.28,0.075,0.26785714285714285,0.06574039853849381,acceptable
gpt-4.1-nano,1.0,"onblue(blue, table)",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,clear(cyan),0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,ontable(blue-block),0.1,0.2,0.3,0.3,0.7,0.32,0.204,0.6375,0.17881388402470316,shaky
gpt-4.1-nano,1.0,"ontable(red, brown)",0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,"on(blue, table)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,clear(red-block),0.0,0.0,0.1,0.1,0.0,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4.1-nano,1.0,"on(yellow, green)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,"onred(green, table)",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,ontable(red-block),0.1,0.3,0.3,0.4,0.7,0.36,0.196,0.5444444444444445,0.17180157484726383,shaky
gpt-4.1-nano,1.0,ontable(green-block),0.4,0.7,0.4,0.5,0.5,0.5,0.11,0.22,0.09641925118979092,acceptable
gpt-4.1-nano,1.0,"on(green-block, table)",0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,"holding(nil, gripper)",0.0,0.1,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,handfree(gripper-gripper),0.3,0.5,0.5,0.5,1.0,0.56,0.233,0.41607142857142854,0.2042335047929208,shaky
gpt-4.1-nano,1.0,clear(green),0.2,0.0,0.0,0.1,0.0,0.06,0.08,1.3333333333333335,0.0701230917743934,acceptable
gpt-4.1-nano,1.0,"on(red, cyan)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,"holding(none, gripper)",0.1,0.1,0.2,0.1,0.0,0.1,0.063,0.63,0.0552219347723348,acceptable
gpt-4.1-nano,1.0,"on(cyan, green)",0.2,0.1,0.0,0.2,0.0,0.1,0.089,0.8899999999999999,0.07801193959901265,acceptable
gpt-4.1-nano,1.0,"on(blue- block, table)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,handfree(gripper),0.6,0.4,0.5,0.3,0.0,0.36,0.206,0.5722222222222222,0.180566961319063,shaky
gpt-4.1-nano,1.0,"on(red, blue)",0.0,0.0,0.0,0.2,0.0,0.04,0.08,2.0,0.0701230917743934,acceptable
gpt-4.1-nano,1.0,"on(blue, red)",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.0,"on(blue, cyan)",0.1,0.0,0.0,0.1,0.0,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4.1-nano,1.0,"ontable(green, brown)",0.0,0.0,0.1,0.1,0.0,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4.1-nano,1.0,"on(red-block, green-block)",0.1,0.3,0.3,0.0,0.2,0.18,0.117,0.65,0.10255502172005035,acceptable
gpt-4.1-nano,1.0,ontable(blue),0.5,0.3,0.4,0.1,0.0,0.26,0.185,0.7115384615384615,0.16215964972828473,shaky
gpt-4.1-nano,1.3,"on(red, green)",0.3,0.3,0.4,0.1,0.1,0.24,0.12,0.5,0.1051846376615901,acceptable
gpt-4.1-nano,1.3,"on(cyan,table)",0.1,0.0,0.0,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.3,cardboardtable(bottom),0.0,0.0,0.1,0.0,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.3,"on(blue,table)",0.1,0.0,0.0,0.0,0.1,0.04,0.049,1.225,0.04295039371181596,robust
gpt-4.1-nano,1.3,onblock(red),0.0,0.0,0.0,0.1,0.0,0.02,0.04,2.0,0.0350615458871967,robust
gpt-4.1-nano,1.3,clear(green-block),0.0,0.0,0.1,0.2,0.0,0.06,0.08,1.3333333333333335,0.0701230917743934,acceptable
gpt-4.1-nano,1.3,"on(orange-block, green-block)",0.0,0.0,0.0,0.0,0.1,0.02,0.04,2.0,0.0350615458871967,robust
